movieId;title;title_es;genres;genres;genres;genres;genres;LINK IMDB;LINK TMDBLD;rating;;
26694;Ju Dou (1990);Ju Dou  (1990);Drama;;;;;https://www.imdb.com/es-es/title/tt099902;https://www.themoviedb.org/movie/41821;3.5;;
26695;Krays. The (1990);;Drama;;;;;https://www.imdb.com/es-es/title/tt099951;https://www.themoviedb.org/movie/21344;3.5;;
26696;Lionheart (1990);Coraz¢n de le¢n  (1990);Action;;;;;https://www.imdb.com/es-es/title/tt0100029;https://www.themoviedb.org/movie/9399;0.5;;
26700;Nuns on the Run (1990);Monjas en la carrera  (1990);Comedy;Crime;;;;https://www.imdb.com/es-es/title/tt0100280;https://www.themoviedb.org/movie/11131;2.3;;
26701;Patlabor: The Movie (Kid«Ô keisatsu patoreb«Ω: The Movie) (1989);Patlabor: la pel°cula  (Kid«Ô keisatsu patoreb«Ω: The Movie) (1989);Action;Animation;Crime;Drama;Film-Noir;https://www.imdb.com/es-es/title/tt0100339;https://www.themoviedb.org/movie/14571;3;;
26704;State of Grace (1990);Estado de gracia  (1990);Crime;Drama;Thriller;;;https://www.imdb.com/es-es/title/tt0100685;https://www.themoviedb.org/movie/1662;4;;
26712;35 Up (1991);35 arriba  (1991);Documentary;;;;;https://www.imdb.com/es-es/title/tt0101254;https://www.themoviedb.org/movie/20562;4;;
26713;Days of Being Wild (A Fei jingjyuhn) (1990);D°as de ser salvaje  (A Fei jingjyuhn) (1990);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0101258;https://www.themoviedb.org/movie/18311;4.5;;
26717;Begotten (1990);Enganchado  (1990);Drama;Horror;;;;https://www.imdb.com/es-es/title/tt0101420;https://www.themoviedb.org/movie/1483;0.5;;
26726;Dutch (1991);HolandÇs  (1991);Comedy;;;;;https://www.imdb.com/es-es/title/tt0101786;https://www.themoviedb.org/movie/25330;2.5;;
26729;Hearts of Darkness: A Filmmakers Apocalypse (1991);Hearts of Darkness: un cineastas apocalipsis  (1991);Documentary;;;;;https://www.imdb.com/es-es/title/tt0102015;https://www.themoviedb.org/movie/4539;3.8;;
26732;Johnny Stecchino (1991);Johnny Stecchino  (1991);Comedy;;;;;https://www.imdb.com/es-es/title/tt0102164;https://www.themoviedb.org/movie/12776;4;;
26736;Riki-Oh: The Story of Ricky (Lik Wong) (1991);Riki-Oh: La historia de Ricky  (Lik Wong) (1991);Action;Crime;Thriller;;;https://www.imdb.com/es-es/title/tt0102293;https://www.themoviedb.org/movie/17467;4.5;;
26741;Mannequin 2: On the Move (1991);Maniqu° 2: en movimiento  (1991);Comedy;Fantasy;Romance;;;https://www.imdb.com/es-es/title/tt0102395;https://www.themoviedb.org/movie/34376;1.5;;
26743;Only Yesterday (Omohide poro poro) (1991);Solo ayer  (Omohide poro poro) (1991);Animation;Drama;;;;https://www.imdb.com/es-es/title/tt0102587;https://www.themoviedb.org/movie/15080;2.5;;
26745;Other People's Money (1991);El dinero de otras personas  (1991);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0102609;https://www.themoviedb.org/movie/6463;2.5;;
26750;Quigley Down Under (1990);Quigley Down Under  (1990);Adventure;Drama;Western;;;https://www.imdb.com/es-es/title/tt0102744;https://www.themoviedb.org/movie/9588;3.3;;
26761;Prime Suspect 2 (1992);Prime sospechoso 2  (1992);Crime;Drama;Mystery;Romance;Thriller;https://www.imdb.com/es-es/title/tt0103516;https://www.themoviedb.org/movie/215993;3;;
26764;Captain America (1990);Capit†n AmÇrica  (1990);Action;Fantasy;Sci-Fi;Thriller;War;https://www.imdb.com/es-es/title/tt0103923;https://www.themoviedb.org/movie/13995;1.3;;
26765;City Hunter (Sing si lip yan) (1993);Cazador de la ciudad  (Sing si lip yan) (1993);Action;Comedy;Romance;;;https://www.imdb.com/es-es/title/tt0103950;https://www.themoviedb.org/movie/11198;2.8;;
26776;Porco Rosso (Crimson Pig) (Kurenai no buta) (1992);Porco Rosso  (Crimson Pig) (Kurenai no buta) (1992);Adventure;Animation;Comedy;Fantasy;Romance;https://www.imdb.com/es-es/title/tt0104652;https://www.themoviedb.org/movie/11621;3.9;;
26777;Stolen Children (Ladro di bambini. Il) (1992);;Drama;;;;;https://www.imdb.com/es-es/title/tt0104663;https://www.themoviedb.org/movie/47714;4;;
26778;Ladybugs (1992);Mariquitas  (1992);Comedy;;;;;https://www.imdb.com/es-es/title/tt0104670;https://www.themoviedb.org/movie/19087;3;;
26782;Mambo Kings. The (1992);;Drama;Musical;;;;https://www.imdb.com/es-es/title/tt0104802;https://www.themoviedb.org/movie/40082;2;;
26791;Shining Through (1992);Brillando a travÇs de  (1992);Drama;Romance;Thriller;War;;https://www.imdb.com/es-es/title/tt0105391;https://www.themoviedb.org/movie/31962;1.5;;
26792;Sidekicks (1992);Compa§ero  (1992);Action;Adventure;Children;Comedy;;https://www.imdb.com/es-es/title/tt0105402;https://www.themoviedb.org/movie/22590;1.5;;
26796;Heart in Winter. A (Un coeur en hiver) (1992);;Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0105682;https://www.themoviedb.org/movie/48150;3.5;;
26797;Visions of Light: The Art of Cinematography (1992);Visions of Light: The Art of Cinematography  (1992);Documentary;;;;;https://www.imdb.com/es-es/title/tt0105764;https://www.themoviedb.org/movie/41778;3;;
26810;Bad Boy Bubby (1993);Bad Boy Bubby  (1993);Drama;;;;;https://www.imdb.com/es-es/title/tt0106341;https://www.themoviedb.org/movie/14135;4.8;;
26812;Barbarians at the Gate (1993);B†rbaros en la puerta  (1993);Drama;;;;;https://www.imdb.com/es-es/title/tt0106356;https://www.themoviedb.org/movie/27678;2.8;;
26819;Fortress (1992);Fortaleza  (1992);Action;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0106950;https://www.themoviedb.org/movie/12088;2.5;;
26828;Mr. Nanny (1993);Sr. Nanny  (1993);Action;Children;Comedy;;;https://www.imdb.com/es-es/title/tt0107612;https://www.themoviedb.org/movie/19371;1.5;;
26838;Snapper. The (1993);;Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0108170;https://www.themoviedb.org/movie/12664;3;;
26840;Sonatine (Sonachine) (1993);Sonatina  (Sonachine) (1993);Action;Comedy;Crime;Drama;;https://www.imdb.com/es-es/title/tt0108188;https://www.themoviedb.org/movie/7500;5;;
26849;Stand. The (1994);;Adventure;Drama;Fantasy;Horror;Sci-Fi;https://www.imdb.com/es-es/title/tt0108941;https://www.themoviedb.org/movie/13519;5;;
26854;Darkman II: Return of Durant. The (1995);;Action;Crime;Horror;;;https://www.imdb.com/es-es/title/tt0109552;https://www.themoviedb.org/movie/18998;2.5;;
26861;Freaked (1993);Hecho anormalmente  (1993);Comedy;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0109838;https://www.themoviedb.org/movie/17796;3.5;;
26865;Fist of Legend (Jing wu ying xiong) (1994);Pu§o de la leyenda  (Jing wu ying xiong) (1994);Action;Drama;;;;https://www.imdb.com/es-es/title/tt0110200;https://www.themoviedb.org/movie/17809;3.4;;
26870;Major League II (1994);Grandes Ligas II  (1994);Comedy;;;;;https://www.imdb.com/es-es/title/tt0110442;https://www.themoviedb.org/movie/11067;2.7;;
26871;My Father the Hero (1994);Mi padre el hÇroe  (1994);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0110612;https://www.themoviedb.org/movie/10486;2.3;;
26875;Pure Formality. A (Pura formalit«ˇ. Una) (1994);;Crime;Film-Noir;Mystery;Thriller;;https://www.imdb.com/es-es/title/tt0110917;https://www.themoviedb.org/movie/19223;4;;
26887;Langoliers. The (1995);;Drama;Fantasy;Horror;Mystery;Sci-Fi;https://www.imdb.com/es-es/title/tt0112040;https://www.themoviedb.org/movie/152426;3;;
26900;Last Wedding. The (Kivenpy«Ùritt«œj«œn kyl«œ) (1995);;Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0113556;https://www.themoviedb.org/movie/51038;3;;
26901;Last of the Dogmen (1995);El £ltimo de los dogmen  (1995);Adventure;Western;;;;https://www.imdb.com/es-es/title/tt0113617;https://www.themoviedb.org/movie/30718;2.5;;
26903;Whisper of the Heart (Mimi wo sumaseba) (1995);Susurro del coraz¢n  (Mimi wo sumaseba) (1995);Animation;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0113824;https://www.themoviedb.org/movie/37797;3.8;;
26913;Street Fighter II: The Animated Movie (Sutor«©to Fait«Ω II gekij«Ô-ban) (1994);Street Fighter II: The Animated Movie  (Sutor«©to Fait«Ω II gekij«Ô-ban) (1994);Action;Animation;;;;https://www.imdb.com/es-es/title/tt0114563;https://www.themoviedb.org/movie/12613;1.5;;
26928;Summer's Tale. A (Conte d'«∏t«∏) (1996);;Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0115940;https://www.themoviedb.org/movie/37563;5;;
26940;Late Shift. The (1996);;Comedy;;;;;https://www.imdb.com/es-es/title/tt0116835;https://www.themoviedb.org/movie/30330;2.5;;
26947;Pusher (1996);Arribista  (1996);Crime;Thriller;;;;https://www.imdb.com/es-es/title/tt0117407;https://www.themoviedb.org/movie/2061;2.5;;
26958;Emma (1996);Emma  (1996);Romance;;;;;https://www.imdb.com/es-es/title/tt0118308;https://www.themoviedb.org/movie/12254;3.5;;
26965;Boxer. The (1997);;Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0118760;https://www.themoviedb.org/movie/16992;3.5;;
26974;Gummo (1997);Gummo  (1997);Drama;;;;;https://www.imdb.com/es-es/title/tt0119237;https://www.themoviedb.org/movie/18415;3.2;;
26985;Nirvana (1997);Nirvana  (1997);Action;Sci-Fi;;;;https://www.imdb.com/es-es/title/tt0119794;https://www.themoviedb.org/movie/8765;4.5;;
26999;Lion King II: Simba's Pride. The (1998);;Adventure;Animation;Children;Musical;Romance;https://www.imdb.com/es-es/title/tt0120131;https://www.themoviedb.org/movie/9732;3;;
27002;From the Earth to the Moon (1998);De la tierra a la luna  (1998);Action;Documentary;Drama;Thriller;;https://www.imdb.com/es-es/title/tt0120570;https://www.themoviedb.org/movie/30983;3.5;;
27003;Beowulf (1999);Beowulf  (1999);Action;Horror;Sci-Fi;;;https://www.imdb.com/es-es/title/tt0120604;https://www.themoviedb.org/movie/5470;3;;
27006;RKO 281 (1999);RKO 281  (1999);Drama;;;;;https://www.imdb.com/es-es/title/tt0120801;https://www.themoviedb.org/movie/50008;3.5;;
27008;From Dusk Till Dawn 2: Texas Blood Money (1999) ;Desde el anochecer hasta el amanecer 2: Texas Blood Money (1999);Comedy;Crime;Horror;;;https://www.imdb.com/es-es/title/tt0120860;https://www.themoviedb.org/movie/12095;1;;
27020;Gia (1998);Gia  (1998);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0123865;https://www.themoviedb.org/movie/14533;3.4;;
27022;Thursday (1998);Jueves  (1998);Action;Crime;Thriller;;;https://www.imdb.com/es-es/title/tt0124901;https://www.themoviedb.org/movie/9812;4;;
27032;Who Am I? (Wo shi shei) (1998);®QuiÇn soy yo?  (Wo shi shei) (1998);Action;Adventure;Comedy;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0127357;https://www.themoviedb.org/movie/8697;3.5;;
27036;Merlin (1998);Esmerej¢n  (1998);Action;Adventure;Drama;Fantasy;Romance;https://www.imdb.com/es-es/title/tt0130414;https://www.themoviedb.org/movie/7096;3;;
27074;Brave New World (1998);Valiente mundo nuevo  (1998);Sci-Fi;;;;;https://www.imdb.com/es-es/title/tt0145600;https://www.themoviedb.org/movie/27260;1.5;;
27075;Addams Family Reunion (1998);Addams Family Reunion  (1998);Children;Comedy;Fantasy;;;https://www.imdb.com/es-es/title/tt0146402;https://www.themoviedb.org/movie/11508;3;;
27105;Purgatory (1999);Purgatorio  (1999);Fantasy;Western;;;;https://www.imdb.com/es-es/title/tt0158131;https://www.themoviedb.org/movie/23356;2.5;;
27124;Bleeder (1999);Hemof°lico  (1999);Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0161292;https://www.themoviedb.org/movie/17985;2;;
27134;Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001);Portales oscuros: las cr¢nicas de Vidocq   (Vidocq) (2001);Action;Crime;Fantasy;;;https://www.imdb.com/es-es/title/tt0164961;https://www.themoviedb.org/movie/9597;4;;
27140;Candyman 3: Day of the Dead (1999);Candyman 3: D°a de los muertos  (1999);Horror;;;;;https://www.imdb.com/es-es/title/tt0165662;https://www.themoviedb.org/movie/12485;3;;
27155;Batman/Superman Movie. The (1998);;Action;Adventure;Animation;Children;Fantasy;https://www.imdb.com/es-es/title/tt0169590;https://www.themoviedb.org/movie/17074;2;;
27156;Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekij«Ô-ban: Air/Magokoro wo. kimi ni) (1997);;Action;Animation;Drama;Fantasy;Sci-Fi;https://www.imdb.com/es-es/title/tt0169858;https://www.themoviedb.org/movie/18491;4.3;;
27176;Style Wars (1983);Guerras de estilo  (1983);Documentary;;;;;https://www.imdb.com/es-es/title/tt0177262;https://www.themoviedb.org/movie/29587;4.5;;
27178;In July (Im Juli) (2000);En julio  (Im Juli) (2000);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0177858;https://www.themoviedb.org/movie/3716;4;;
27186;Kirikou and the Sorceress (Kirikou et la sorci«˘re) (1998);Kirikou y la hechicera  (Kirikou et la sorci«˘re) (1998);Adventure;Animation;Children;Fantasy;;https://www.imdb.com/es-es/title/tt0181627;https://www.themoviedb.org/movie/21348;4;;
27193;Taxi 2 (2000);Taxi 2  (2000);Action;Comedy;;;;https://www.imdb.com/es-es/title/tt0183869;https://www.themoviedb.org/movie/2332;3.9;;
27246;If These Walls Could Talk 2 (2000);Si estas paredes pudieran hablar 2  (2000);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0206036;https://www.themoviedb.org/movie/28031;4;;
27251;10th Kingdom. The (2000);;Adventure;Comedy;Fantasy;;;https://www.imdb.com/es-es/title/tt0207275;https://www.themoviedb.org/movie/110147;2.8;;
27255;Wind Will Carry Us. The (Bad ma ra khahad bord) (1999);;Drama;;;;;https://www.imdb.com/es-es/title/tt0209463;https://www.themoviedb.org/movie/43423;3.5;;
27266;2046 (2004);2046  (2004);Drama;Fantasy;Romance;Sci-Fi;;https://www.imdb.com/es-es/title/tt0212712;https://www.themoviedb.org/movie/844;4.1;;
27306;Bartleby (2001);Bartleby  (2001);Comedy;Drama;;;;https://www.imdb.com/es-es/title/tt0230025;https://www.themoviedb.org/movie/53048;1.5;;
27311;Batman Beyond: Return of the Joker (2000);Batman Beyond: Return of the Joker  (2000);Action;Animation;Crime;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0233298;https://www.themoviedb.org/movie/16234;3.5;;
27317;Audition («?dishon) (1999);Audici¢n  («?dishon) (1999);Drama;Horror;Mystery;Romance;Thriller;https://www.imdb.com/es-es/title/tt0235198;https://www.themoviedb.org/movie/11075;3.8;;
27320;Nine Lives of Tomas Katz. The (2000);;Comedy;Drama;Fantasy;;;https://www.imdb.com/es-es/title/tt0235618;https://www.themoviedb.org/movie/16171;5;;
27328;Monday (2000);Lunes  (2000);Action;Comedy;Crime;Fantasy;Thriller;https://www.imdb.com/es-es/title/tt0239655;https://www.themoviedb.org/movie/36246;4.5;;
27329;Paradise Lost 2: Revelations (2000);Paradise Lost 2: Revelations  (2000);Documentary;;;;;https://www.imdb.com/es-es/title/tt0239894;https://www.themoviedb.org/movie/17208;4;;
27368;Asterix & Obelix: Mission Cleopatra (Ast«∏rix & Ob«∏lix: Mission Cl«∏op«Ωtre) (2002);Asterix & Obelix: Mission Cleopatra  (Ast«∏rix & Ob«∏lix: Mission Cl«∏op«Ωtre) (2002);Adventure;Comedy;Fantasy;;;https://www.imdb.com/es-es/title/tt0250223;https://www.themoviedb.org/movie/2899;4;;
27369;Daria: Is It Fall Yet? (2000);Daria: ®Ya cae?  (2000);Animation;Comedy;;;;https://www.imdb.com/es-es/title/tt0250440;https://www.themoviedb.org/movie/44756;4;;
27370;Late Night Shopping (2001);Compras nocturnas  (2001);Comedy;;;;;https://www.imdb.com/es-es/title/tt0250491;https://www.themoviedb.org/movie/18088;4.5;;
27373;61* (2001);;Drama;;;;;https://www.imdb.com/es-es/title/tt0250934;https://www.themoviedb.org/movie/20536;5;;
27397;Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000);µrea de seguridad conjunta  (Gongdong gyeongbi guyeok JSA) (2000);Crime;Drama;Mystery;Thriller;War;https://www.imdb.com/es-es/title/tt0260991;https://www.themoviedb.org/movie/2440;4.3;;
27408;Ripley's Game (2002);Juego de Ripley  (2002);Drama;Thriller;;;;https://www.imdb.com/es-es/title/tt0265651;https://www.themoviedb.org/movie/10955;3.3;;
27416;Jalla! Jalla! (2000);≠Jalla! ≠Jalla!  (2000);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0269389;https://www.themoviedb.org/movie/10978;3.8;;
27420;Teknolust (2002);Teknolust  (2002);Comedy;Drama;Romance;Sci-Fi;;https://www.imdb.com/es-es/title/tt0270688;https://www.themoviedb.org/movie/81540;2;;
27426;Accidental Spy. The (Dak miu mai shing) (2001);;Action;Comedy;Thriller;;;https://www.imdb.com/es-es/title/tt0271946;https://www.themoviedb.org/movie/11847;2.5;;
27434;Darkness (2002);Oscuridad  (2002);Horror;Mystery;;;;https://www.imdb.com/es-es/title/tt0273517;https://www.themoviedb.org/movie/11056;1.5;;
27441;Blood: The Last Vampire (2000);Blood: el £ltimo vampiro  (2000);Action;Animation;Horror;;;https://www.imdb.com/es-es/title/tt0275230;https://www.themoviedb.org/movie/919;3.3;;
27450;Blueberry (2004);Ar†ndano  (2004);Adventure;Western;;;;https://www.imdb.com/es-es/title/tt0276830;https://www.themoviedb.org/movie/10046;2.5;;
27473;American Psycho II: All American Girl (2002);American Psycho II: All American Girl  (2002);Comedy;Crime;Horror;Mystery;Thriller;https://www.imdb.com/es-es/title/tt0283877;https://www.themoviedb.org/movie/10726;2.5;;
27478;Ali G Indahouse (2002);Ali G Indahouse  (2002);Comedy;;;;;https://www.imdb.com/es-es/title/tt0284837;https://www.themoviedb.org/movie/9298;3;;
27480;Dead or Alive 2: T«Ôb«Ôsha (2000);Muerto o vivo 2: t∆Ôb∆'sha  (2000);Action;Crime;Thriller;;;https://www.imdb.com/es-es/title/tt0285005;https://www.themoviedb.org/movie/13899;4.5;;
27482;Cube 2: Hypercube (2002);Cubo 2: Hypercube  (2002);Horror;Mystery;Sci-Fi;;;https://www.imdb.com/es-es/title/tt0285492;https://www.themoviedb.org/movie/437;3.8;;
27491;Pulse (Kairo) (2001);Legumbres  (Kairo) (2001);Horror;Mystery;Thriller;;;https://www.imdb.com/es-es/title/tt0286751;https://www.themoviedb.org/movie/27324;3;;
27513;Dog Days (Hundstage) (2001);D°as de perro  (Hundstage) (2001);Drama;;;;;https://www.imdb.com/es-es/title/tt0290661;https://www.themoviedb.org/movie/9025;3;;
27523;My Sassy Girl (Yeopgijeogin geunyeo) (2001);Mi chica atrevida  (Yeopgijeogin geunyeo) (2001);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0293715;https://www.themoviedb.org/movie/11178;5;;
27537;Nothing (2003);Nada  (2003);Comedy;Fantasy;Mystery;Sci-Fi;;https://www.imdb.com/es-es/title/tt0298482;https://www.themoviedb.org/movie/10981;3.5;;
27539;Undertaking Betty (Plots with a View) (2002);Emprendiendo a Betty  (Plots with a View) (2002);Comedy;Romance;;;;https://www.imdb.com/es-es/title/tt0298504;https://www.themoviedb.org/movie/10918;2.5;;
27549;Dead or Alive: Final (2002);Muerto o vivo: final  (2002);Comedy;Crime;Drama;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0301167;https://www.themoviedb.org/movie/36222;1.5;;
27555;Fubar (2002);Fubar  (2002);Comedy;;;;;https://www.imdb.com/es-es/title/tt0302585;https://www.themoviedb.org/movie/13984;3.8;;
27563;Happiness of the Katakuris. The (Katakuri-ke no k«Ôfuku) (2001);;Comedy;Horror;Musical;;;https://www.imdb.com/es-es/title/tt0304262;https://www.themoviedb.org/movie/16184;4.3;;
27584;Dead End (2003);Callej¢n sin salida  (2003);Comedy;Horror;Mystery;Thriller;;https://www.imdb.com/es-es/title/tt0308152;https://www.themoviedb.org/movie/11427;3.5;;
27592;Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002);Simpat°a por el Sr. Vengeance  (Boksuneun naui geot) (2002);Crime;Drama;;;;https://www.imdb.com/es-es/title/tt0310775;https://www.themoviedb.org/movie/4689;3.8;;
27595;Jesus Christ Vampire Hunter (2001);Jesucristo cazador de vampiro  (2001);Action;Comedy;Horror;Musical;;https://www.imdb.com/es-es/title/tt0311361;https://www.themoviedb.org/movie/16209;0.5;;
27604;Suicide Club (Jisatsu saakuru) (2001);Club de suicidio  (Jisatsu saakuru) (2001);Horror;Mystery;Thriller;;;https://www.imdb.com/es-es/title/tt0312843;https://www.themoviedb.org/movie/12720;3.1;;
27611;Battlestar Galactica (2003);Battlestar Galactica  (2003);Drama;Sci-Fi;War;;;https://www.imdb.com/es-es/title/tt0314979;https://www.themoviedb.org/movie/206216;3.8;;
27618;Sound of Thunder. A (2005);;Action;Adventure;Drama;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0318081;https://www.themoviedb.org/movie/10077;2.8;;
27619;Lion King 1∂´. The (2004);;Adventure;Animation;Children;Comedy;;https://www.imdb.com/es-es/title/tt0318403;https://www.themoviedb.org/movie/11430;4.5;;
27627;Oasis (2002);Oasis  (2002);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0320193;https://www.themoviedb.org/movie/26955;4.5;;
27644;Remember Me (Ricordati di me) (2003);AcuÇrdate de m°  (Ricordati di me) (2003);Comedy;Drama;Romance;;;https://www.imdb.com/es-es/title/tt0323807;https://www.themoviedb.org/movie/38970;3.5;;
27660;Animatrix. The (2003);;Action;Animation;Drama;Sci-Fi;;https://www.imdb.com/es-es/title/tt0328832;https://www.themoviedb.org/movie/55931;3.7;;
27664;Brown Bunny. The (2003);;Drama;;;;;https://www.imdb.com/es-es/title/tt0330099;https://www.themoviedb.org/movie/12703;3.3;;
27667;Ju-on: The Curse (2000);Ju-on: la maldici¢n  (2000);Horror;;;;;https://www.imdb.com/es-es/title/tt0330500;https://www.themoviedb.org/movie/32250;3;;
27674;11:14 (2003);11:14  (2003);Comedy;Crime;Drama;Mystery;Thriller;https://www.imdb.com/es-es/title/tt0331811;https://www.themoviedb.org/movie/9282;3.8;;
27683;Tremors 4: The Legend Begins (2004);Temblores 4: comienza la leyenda  (2004);Action;Comedy;Horror;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0334541;https://www.themoviedb.org/movie/10891;2;;
27685;Bring It On Again (2004);Tr†elo de nuevo  (2004);Comedy;;;;;https://www.imdb.com/es-es/title/tt0334965;https://www.themoviedb.org/movie/12540;1.8;;
27689;Crimson Rivers 2: Angels of the Apocalypse (Rivi«˘res pourpres II - Les anges de l'apocalypse. Les) (2004);;Action;Crime;Thriller;;;https://www.imdb.com/es-es/title/tt0337103;https://www.themoviedb.org/movie/60672;2.5;;
27692;And Starring Pancho Villa as Himself (2003);Y protagonizada por Pancho Villa como Çl mismo  (2003);Action;Comedy;Drama;War;;https://www.imdb.com/es-es/title/tt0337824;https://www.themoviedb.org/movie/24241;3.5;;
27695;Nicotina (2003);Nicotina  (2003);Action;Comedy;Drama;;;https://www.imdb.com/es-es/title/tt0337930;https://www.themoviedb.org/movie/11556;3;;
27704;Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003);Battle Royale 2: RÇquiem  (Batoru rowaiaru II: Chinkonka) (2003);Action;Drama;Thriller;War;;https://www.imdb.com/es-es/title/tt0338763;https://www.themoviedb.org/movie/3177;5;;
27705;In Hell (2003);En el infierno  (2003);Action;Drama;Thriller;;;https://www.imdb.com/es-es/title/tt0339135;https://www.themoviedb.org/movie/19277;1.5;;
27706;Lemony Snicket's A Series of Unfortunate Events (2004);Lemony Snicket es una serie de eventos desafortunados  (2004);Adventure;Children;Comedy;Fantasy;;https://www.imdb.com/es-es/title/tt0339291;https://www.themoviedb.org/movie/11774;3.2;;
27708;Helen of Troy (2003);Helen de Troy  (2003);Action;Adventure;Drama;Romance;;https://www.imdb.com/es-es/title/tt0340477;https://www.themoviedb.org/movie/19341;4;;
27716;Green Butchers. The (Gr«˜nne slagtere. De) (2003);;Comedy;Crime;Drama;Romance;;https://www.imdb.com/es-es/title/tt0342492;https://www.themoviedb.org/movie/4972;4.5;;
27721;Very Long Engagement. A (Un long dimanche de fian«ıailles) (2004);;Drama;Mystery;Romance;War;;https://www.imdb.com/es-es/title/tt0344510;https://www.themoviedb.org/movie/2841;3.7;;
27722;Last Life in the Universe (Ruang rak noi nid mahasan) (2003);Èltima vida en el universo  (Ruang rak noi nid mahasan) (2003);Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0345549;https://www.themoviedb.org/movie/11606;4.2;;
27728;Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) (2004);Ghost in the Shell 2: inocencia  (a.k.a. Innocence) (Inosensu) (2004);Action;Animation;Drama;Sci-Fi;Thriller;https://www.imdb.com/es-es/title/tt0347246;https://www.themoviedb.org/movie/12140;2.2;;
27731;Cat Returns. The (Neko no ongaeshi) (2002);;Adventure;Animation;Children;Fantasy;;https://www.imdb.com/es-es/title/tt0347618;https://www.themoviedb.org/movie/15370;3.8;;
27741;Twilight Samurai. The (Tasogare Seibei) (2002);;Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0351817;https://www.themoviedb.org/movie/12496;3.8;;
27744;Facing Windows (Finestra di fronte. La) (2003);;Drama;Romance;;;;https://www.imdb.com/es-es/title/tt0352343;https://www.themoviedb.org/movie/29987;4.5;;
27746;Ginger Snaps: Unleashed (2004);Snaps de jengibre: desatado  (2004);Horror;Thriller;;;;https://www.imdb.com/es-es/title/tt0353489;https://www.themoviedb.org/movie/10361;3;;
27751;'Salem's Lot (2004);'Lote de Salem  (2004);Drama;Horror;Mystery;Thriller;;https://www.imdb.com/es-es/title/tt0355987;https://www.themoviedb.org/movie/36763;5;;
27762;Comic Book: The Movie (2004);Comic Libro: The Movie  (2004);Comedy;;;;;https://www.imdb.com/es-es/title/tt0361462;https://www.themoviedb.org/movie/25757;2.5;;
27768;Intimate Strangers (Confidences trop intimes) (2004);Extra§os °ntimos  (Confidences trop intimes) (2004);Drama;;;;;https://www.imdb.com/es-es/title/tt0363532;https://www.themoviedb.org/movie/21200;3.8;;
27769;Down to the Bone (2004);Hasta el hueso  (2004);Drama;;;;;https://www.imdb.com/es-es/title/tt0363579;https://www.themoviedb.org/movie/40876;3;;
27772;Ju-on: The Grudge (2002);Ju-on: el rencor  (2002);Horror;;;;;https://www.imdb.com/es-es/title/tt0364385;https://www.themoviedb.org/movie/11838;2.6;;
27773;Old Boy (2003);Viejo  (2003);Mystery;Thriller;;;;https://www.imdb.com/es-es/title/tt0364569;https://www.themoviedb.org/movie/670;4.1;;
27776;Red Lights (Feux rouges) (2004);Luces rojas  (Feux rouges) (2004);Drama;;;;;https://www.imdb.com/es-es/title/tt0365190;https://www.themoviedb.org/movie/25500;4.5;;
27778;Ginger Snaps Back: The Beginning (2004);Ginger retrocede: el comienzo  (2004);Fantasy;Horror;;;;https://www.imdb.com/es-es/title/tt0365265;https://www.themoviedb.org/movie/12583;3;;
27784;One Missed Call (Chakushin ari) (2003);Una llamada perdida  (Chakushin ari) (2003);Horror;Mystery;;;;https://www.imdb.com/es-es/title/tt0366292;https://www.themoviedb.org/movie/9694;1.5;;
27788;Jacket. The (2005);;Drama;Mystery;Sci-Fi;Thriller;;https://www.imdb.com/es-es/title/tt0366627;https://www.themoviedb.org/movie/9667;3;;
